"id","givenName","familyName","middleName","unaccentedGivenName","unaccentedFamilyName","unaccentedMiddleName","nickName","honorificPrefix","honorificSuffix","honorificTitle","birthYear","deathYear","congresses"
"L000174","Patrick","Leahy","Joseph","Patrick","Leahy","Joseph",,,,,"1940",,"[{""position"":""Senator"",""congressNumber"":94,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":95,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":96,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":97,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":98,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":99,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":100,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":102,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""VT"",""parties"":[""Democrat""],""electionCirca"":false}]"
"L000577","Mike","Lee",,"Mike","Lee",,,,,,"1971",,"[{""position"":""Senator"",""congressNumber"":112,""stateName"":""UT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""UT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""UT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""UT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""UT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""UT"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""UT"",""parties"":[""Republican""],""electionCirca"":false}]"
"L000594","Kelly","Loeffler",,"Kelly","Loeffler",,,,,,"1970",,"[{""position"":""Senator"",""congressNumber"":116,""stateName"":""GA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":117,""stateName"":""GA"",""parties"":[""Republican""],""electionCirca"":false}]"
"L000570","Ben","Lujan","Ray","Ben","Lujan","Ray",,,,,"1972",,"[{""position"":""Representative"",""congressNumber"":111,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""NM"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""NM"",""parties"":[""Democrat""],""electionCirca"":false}]"
"L000571","Cynthia","Lummis","M.","Cynthia","Lummis","M.",,,,,"1954",,"[{""position"":""Representative"",""congressNumber"":111,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""WY"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""WY"",""parties"":[""Republican""],""electionCirca"":false}]"
"M001183","Joe","Manchin",,"Joe","Manchin",,,,"III",,"1947",,"[{""position"":""Senator"",""congressNumber"":111,""stateName"":""WV"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":116,""stateName"":""WV"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":113,""stateName"":""WV"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":114,""stateName"":""WV"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":112,""stateName"":""WV"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":115,""stateName"":""WV"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":117,""stateName"":""WV"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""WV"",""parties"":[""Democrat""],""electionCirca"":false}]"
"M000133","Edward","Markey","John","Edward","Markey","John",,,,,"1946",,"[{""position"":""Representative"",""congressNumber"":99,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":96,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":94,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":103,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":95,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":100,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false}]"
"M001198","Roger","Marshall","Wayne","Roger","Marshall","Wayne",,,,,"1960",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""KS"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""KS"",""parties"":[""Republican""],""electionCirca"":false}]"
"M000303","John","McCain","Sidney","John","McCain","Sidney",,,"III",,"1936","2018","[{""position"":""Senator"",""congressNumber"":114,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":100,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":102,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""AZ"",""parties"":[""Republican""]}]"
"M001170","Claire","McCaskill",,"Claire","McCaskill",,,,,,"1953",,"[{""position"":""Senator"",""congressNumber"":110,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""MO"",""parties"":[""Democrat""]}]"
"M000355","Addison","McConnell","Mitchell","Addison","McConnell","Mitchell","Mitch",,,,"1942",,"[{""position"":""Senator"",""congressNumber"":99,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":100,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":102,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""KY"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""KY"",""parties"":[""Republican""],""electionCirca"":false}]"
"M001197","Martha","McSally",,"Martha","McSally",,,,,,"1966",,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""AZ"",""parties"":[""Republican""],""electionCirca"":false}]"
"M000639","Robert","Menendez",,"Robert","Menendez",,,,,,"1954",,"[{""position"":""Representative"",""congressNumber"":103,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""NJ"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""NJ"",""parties"":[""Democrat""],""electionCirca"":false}]"
